     0.000   0.500000E+00   0.000000E+00
     0.100   0.499792E+00   0.144357E-01
     0.200   0.499185E+00   0.285392E-01
     0.300   0.498191E+00   0.424969E-01
     0.400   0.496824E+00   0.562674E-01
     0.500   0.495103E+00   0.698089E-01
     0.600   0.493049E+00   0.830809E-01
     0.700   0.490689E+00   0.960449E-01
     0.800   0.488049E+00   0.108665E+00
     0.900   0.485161E+00   0.120909E+00
     1.000   0.482056E+00   0.132747E+00
     1.100   0.478769E+00   0.144154E+00
     1.200   0.475333E+00   0.155109E+00
     1.300   0.471783E+00   0.165592E+00
     1.400   0.468154E+00   0.175590E+00
     1.500   0.464480E+00   0.185090E+00
     1.600   0.460794E+00   0.194085E+00
     1.700   0.457128E+00   0.202569E+00
     1.800   0.453512E+00   0.210539E+00
     1.900   0.449975E+00   0.217996E+00
     2.000   0.446544E+00   0.224941E+00
     2.100   0.443243E+00   0.231378E+00
     2.200   0.440094E+00   0.237313E+00
     2.300   0.437117E+00   0.242752E+00
     2.400   0.434331E+00   0.247703E+00
     2.500   0.431750E+00   0.252175E+00
     2.600   0.429387E+00   0.256178E+00
     2.700   0.427253E+00   0.259722E+00
     2.800   0.425355E+00   0.262817E+00
     2.900   0.423701E+00   0.265476E+00
     3.000   0.422293E+00   0.267710E+00
     3.100   0.421134E+00   0.269530E+00
     3.200   0.420222E+00   0.270950E+00
     3.300   0.419555E+00   0.271982E+00
     3.400   0.419128E+00   0.272638E+00
     3.500   0.418936E+00   0.272934E+00
     3.600   0.418969E+00   0.272883E+00
     3.700   0.419218E+00   0.272501E+00
     3.800   0.419671E+00   0.271802E+00
     3.900   0.420315E+00   0.270806E+00
     4.000   0.421134E+00   0.269529E+00
     4.100   0.422115E+00   0.267991E+00
     4.200   0.423237E+00   0.266214E+00
     4.300   0.424485E+00   0.264221E+00
     4.400   0.425837E+00   0.262035E+00
     4.500   0.427275E+00   0.259685E+00
     4.600   0.428777E+00   0.257198E+00
     4.700   0.430321E+00   0.254605E+00
     4.800   0.431888E+00   0.251939E+00
     4.900   0.433454E+00   0.249234E+00
     5.000   0.434999E+00   0.246527E+00
     5.100   0.436502E+00   0.243856E+00
     5.200   0.437943E+00   0.241260E+00
     5.300   0.439301E+00   0.238777E+00
     5.400   0.440560E+00   0.236447E+00
     5.500   0.441700E+00   0.234309E+00
     5.600   0.442708E+00   0.232400E+00
     5.700   0.443568E+00   0.230753E+00
     5.800   0.444270E+00   0.229400E+00
     5.900   0.444801E+00   0.228368E+00
     6.000   0.445154E+00   0.227679E+00
     6.100   0.445324E+00   0.227347E+00
     6.200   0.445305E+00   0.227384E+00
     6.300   0.445097E+00   0.227791E+00
     6.400   0.444699E+00   0.228566E+00
     6.500   0.444115E+00   0.229700E+00
     6.600   0.443348E+00   0.231176E+00
     6.700   0.442406E+00   0.232974E+00
     6.800   0.441296E+00   0.235069E+00
     6.900   0.440030E+00   0.237432E+00
     7.000   0.438617E+00   0.240032E+00
     7.100   0.437071E+00   0.242835E+00
     7.200   0.435406E+00   0.245808E+00
     7.300   0.433636E+00   0.248917E+00
     7.400   0.431778E+00   0.252127E+00
     7.500   0.429846E+00   0.255406E+00
     7.600   0.427858E+00   0.258723E+00
     7.700   0.425829E+00   0.262049E+00
     7.800   0.423775E+00   0.265357E+00
     7.900   0.421714E+00   0.268622E+00
     8.000   0.419659E+00   0.271821E+00
     8.100   0.417626E+00   0.274934E+00
     8.200   0.415629E+00   0.277943E+00
     8.300   0.413682E+00   0.280833E+00
     8.400   0.411797E+00   0.283589E+00
     8.500   0.409986E+00   0.286202E+00
     8.600   0.408259E+00   0.288660E+00
     8.700   0.406625E+00   0.290958E+00
     8.800   0.405092E+00   0.293088E+00
     8.900   0.403668E+00   0.295046E+00
     9.000   0.402358E+00   0.296830E+00
     9.100   0.401167E+00   0.298438E+00
     9.200   0.400098E+00   0.299870E+00
     9.300   0.399153E+00   0.301126E+00
     9.400   0.398333E+00   0.302210E+00
     9.500   0.397638E+00   0.303123E+00
     9.600   0.397067E+00   0.303871E+00
     9.700   0.396617E+00   0.304458E+00
     9.800   0.396285E+00   0.304890E+00
     9.900   0.396066E+00   0.305174E+00
    10.000   0.395955E+00   0.305318E+00
    10.100   0.395946E+00   0.305331E+00
    10.200   0.396031E+00   0.305220E+00
    10.300   0.396203E+00   0.304997E+00
    10.400   0.396453E+00   0.304672E+00
    10.500   0.396772E+00   0.304257E+00
    10.600   0.397150E+00   0.303763E+00
    10.700   0.397578E+00   0.303203E+00
    10.800   0.398045E+00   0.302590E+00
    10.900   0.398540E+00   0.301937E+00
    11.000   0.399053E+00   0.301258E+00
    11.100   0.399573E+00   0.300568E+00
    11.200   0.400090E+00   0.299880E+00
    11.300   0.400593E+00   0.299207E+00
    11.400   0.401072E+00   0.298565E+00
    11.500   0.401517E+00   0.297966E+00
    11.600   0.401920E+00   0.297423E+00
    11.700   0.402271E+00   0.296948E+00
    11.800   0.402562E+00   0.296553E+00
    11.900   0.402787E+00   0.296248E+00
    12.000   0.402939E+00   0.296041E+00
    12.100   0.403012E+00   0.295941E+00
    12.200   0.403002E+00   0.295955E+00
    12.300   0.402906E+00   0.296086E+00
    12.400   0.402721E+00   0.296338E+00
    12.500   0.402444E+00   0.296713E+00
    12.600   0.402077E+00   0.297211E+00
    12.700   0.401618E+00   0.297830E+00
    12.800   0.401070E+00   0.298568E+00
    12.900   0.400435E+00   0.299420E+00
    13.000   0.399715E+00   0.300379E+00
    13.100   0.398916E+00   0.301441E+00
    13.200   0.398041E+00   0.302595E+00
    13.300   0.397096E+00   0.303834E+00
    13.400   0.396087E+00   0.305147E+00
    13.500   0.395022E+00   0.306526E+00
    13.600   0.393905E+00   0.307959E+00
    13.700   0.392746E+00   0.309435E+00
    13.800   0.391552E+00   0.310945E+00
    13.900   0.390330E+00   0.312478E+00
    14.000   0.389088E+00   0.314023E+00
    14.100   0.387834E+00   0.315570E+00
    14.200   0.386576E+00   0.317110E+00
    14.300   0.385322E+00   0.318633E+00
    14.400   0.384078E+00   0.320132E+00
    14.500   0.382851E+00   0.321597E+00
    14.600   0.381649E+00   0.323023E+00
    14.700   0.380477E+00   0.324403E+00
    14.800   0.379342E+00   0.325730E+00
    14.900   0.378248E+00   0.327000E+00
    15.000   0.377200E+00   0.328208E+00
    15.100   0.376202E+00   0.329351E+00
    15.200   0.375258E+00   0.330426E+00
    15.300   0.374372E+00   0.331430E+00
    15.400   0.373544E+00   0.332363E+00
    15.500   0.372777E+00   0.333223E+00
    15.600   0.372072E+00   0.334010E+00
    15.700   0.371429E+00   0.334724E+00
    15.800   0.370849E+00   0.335367E+00
    15.900   0.370330E+00   0.335940E+00
    16.000   0.369872E+00   0.336444E+00
    16.100   0.369472E+00   0.336883E+00
    16.200   0.369128E+00   0.337260E+00
    16.300   0.368838E+00   0.337577E+00
    16.400   0.368598E+00   0.337840E+00
    16.500   0.368404E+00   0.338051E+00
    16.600   0.368253E+00   0.338216E+00
    16.700   0.368139E+00   0.338339E+00
    16.800   0.368059E+00   0.338426E+00
    16.900   0.368008E+00   0.338482E+00
    17.000   0.367980E+00   0.338512E+00
    17.100   0.367970E+00   0.338523E+00
    17.200   0.367974E+00   0.338519E+00
    17.300   0.367985E+00   0.338507E+00
    17.400   0.367998E+00   0.338492E+00
    17.500   0.368009E+00   0.338481E+00
    17.600   0.368012E+00   0.338477E+00
    17.700   0.368003E+00   0.338488E+00
    17.800   0.367975E+00   0.338517E+00
    17.900   0.367927E+00   0.338571E+00
    18.000   0.367852E+00   0.338652E+00
    18.100   0.367748E+00   0.338765E+00
    18.200   0.367610E+00   0.338914E+00
    18.300   0.367437E+00   0.339102E+00
    18.400   0.367226E+00   0.339331E+00
    18.500   0.366973E+00   0.339603E+00
    18.600   0.366679E+00   0.339921E+00
    18.700   0.366342E+00   0.340285E+00
    18.800   0.365960E+00   0.340695E+00
    18.900   0.365534E+00   0.341152E+00
    19.000   0.365065E+00   0.341654E+00
    19.100   0.364552E+00   0.342201E+00
    19.200   0.363998E+00   0.342791E+00
    19.300   0.363403E+00   0.343422E+00
    19.400   0.362769E+00   0.344091E+00
    19.500   0.362099E+00   0.344796E+00
    19.600   0.361396E+00   0.345532E+00
    19.700   0.360663E+00   0.346298E+00
    19.800   0.359902E+00   0.347089E+00
    19.900   0.359117E+00   0.347901E+00
    20.000   0.358311E+00   0.348731E+00
    20.100   0.357488E+00   0.349574E+00
    20.200   0.356653E+00   0.350427E+00
    20.300   0.355808E+00   0.351284E+00
    20.400   0.354957E+00   0.352144E+00
    20.500   0.354105E+00   0.353001E+00
    20.600   0.353255E+00   0.353852E+00
    20.700   0.352410E+00   0.354693E+00
    20.800   0.351574E+00   0.355522E+00
    20.900   0.350750E+00   0.356335E+00
    21.000   0.349942E+00   0.357129E+00
    21.100   0.349151E+00   0.357902E+00
    21.200   0.348381E+00   0.358651E+00
    21.300   0.347634E+00   0.359375E+00
    21.400   0.346912E+00   0.360072E+00
    21.500   0.346217E+00   0.360741E+00
    21.600   0.345550E+00   0.361380E+00
    21.700   0.344912E+00   0.361988E+00
    21.800   0.344305E+00   0.362566E+00
    21.900   0.343728E+00   0.363113E+00
    22.000   0.343182E+00   0.363629E+00
    22.100   0.342668E+00   0.364114E+00
    22.200   0.342183E+00   0.364569E+00
    22.300   0.341729E+00   0.364995E+00
    22.400   0.341303E+00   0.365393E+00
    22.500   0.340905E+00   0.365765E+00
    22.600   0.340533E+00   0.366111E+00
    22.700   0.340186E+00   0.366433E+00
    22.800   0.339862E+00   0.366734E+00
    22.900   0.339558E+00   0.367015E+00
    23.000   0.339274E+00   0.367278E+00
    23.100   0.339005E+00   0.367527E+00
    23.200   0.338750E+00   0.367762E+00
    23.300   0.338506E+00   0.367986E+00
    23.400   0.338271E+00   0.368202E+00
    23.500   0.338042E+00   0.368412E+00
    23.600   0.337817E+00   0.368619E+00
    23.700   0.337593E+00   0.368824E+00
    23.800   0.337367E+00   0.369031E+00
    23.900   0.337137E+00   0.369241E+00
    24.000   0.336900E+00   0.369457E+00
    24.100   0.336655E+00   0.369680E+00
    24.200   0.336399E+00   0.369913E+00
    24.300   0.336131E+00   0.370157E+00
    24.400   0.335847E+00   0.370414E+00
    24.500   0.335548E+00   0.370685E+00
    24.600   0.335231E+00   0.370972E+00
    24.700   0.334896E+00   0.371275E+00
    24.800   0.334541E+00   0.371595E+00
    24.900   0.334165E+00   0.371932E+00
    25.000   0.333769E+00   0.372288E+00
    25.100   0.333351E+00   0.372662E+00
    25.200   0.332912E+00   0.373054E+00
    25.300   0.332452E+00   0.373464E+00
    25.400   0.331971E+00   0.373892E+00
    25.500   0.331470E+00   0.374336E+00
    25.600   0.330950E+00   0.374796E+00
    25.700   0.330412E+00   0.375271E+00
    25.800   0.329856E+00   0.375759E+00
    25.900   0.329284E+00   0.376261E+00
    26.000   0.328698E+00   0.376773E+00
    26.100   0.328098E+00   0.377295E+00
    26.200   0.327487E+00   0.377825E+00
    26.300   0.326867E+00   0.378362E+00
    26.400   0.326239E+00   0.378904E+00
    26.500   0.325604E+00   0.379449E+00
    26.600   0.324966E+00   0.379997E+00
    26.700   0.324325E+00   0.380544E+00
    26.800   0.323683E+00   0.381090E+00
    26.900   0.323043E+00   0.381633E+00
    27.000   0.322405E+00   0.382171E+00
    27.100   0.321772E+00   0.382704E+00
    27.200   0.321146E+00   0.383230E+00
    27.300   0.320527E+00   0.383748E+00
    27.400   0.319917E+00   0.384257E+00
    27.500   0.319318E+00   0.384755E+00
    27.600   0.318730E+00   0.385242E+00
    27.700   0.318154E+00   0.385717E+00
    27.800   0.317592E+00   0.386180E+00
    27.900   0.317044E+00   0.386631E+00
    28.000   0.316510E+00   0.387068E+00
    28.100   0.315992E+00   0.387491E+00
    28.200   0.315488E+00   0.387901E+00
    28.300   0.315000E+00   0.388297E+00
    28.400   0.314528E+00   0.388680E+00
    28.500   0.314070E+00   0.389050E+00
    28.600   0.313627E+00   0.389407E+00
    28.700   0.313199E+00   0.389752E+00
    28.800   0.312784E+00   0.390085E+00
    28.900   0.312382E+00   0.390407E+00
    29.000   0.311992E+00   0.390719E+00
    29.100   0.311613E+00   0.391021E+00
