     0.000   0.100000E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
     0.100   0.999583E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.416781E-03   0.000000E+00
     0.200   0.998371E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.162898E-02   0.000000E+00
     0.300   0.996388E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.361201E-02   0.000000E+00
     0.400   0.993668E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.633219E-02   0.000000E+00
     0.500   0.990253E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.974704E-02   0.000000E+00
     0.600   0.986194E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.138060E-01   0.000000E+00
     0.700   0.981548E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.184517E-01   0.000000E+00
     0.800   0.976379E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.236207E-01   0.000000E+00
     0.900   0.970754E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.292458E-01   0.000000E+00
     1.000   0.964743E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.352566E-01   0.000000E+00
     1.100   0.958419E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.415811E-01   0.000000E+00
     1.200   0.951853E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.481474E-01   0.000000E+00
     1.300   0.945116E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.548843E-01   0.000000E+00
     1.400   0.938277E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.617226E-01   0.000000E+00
     1.500   0.931404E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.685963E-01   0.000000E+00
     1.600   0.924557E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.754426E-01   0.000000E+00
     1.700   0.917797E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.822031E-01   0.000000E+00
     1.800   0.911176E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.888240E-01   0.000000E+00
     1.900   0.904744E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.952562E-01   0.000000E+00
     2.000   0.898544E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.101456E+00   0.000000E+00
     2.100   0.892616E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.107384E+00   0.000000E+00
     2.200   0.886994E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.113006E+00   0.000000E+00
     2.300   0.881707E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.118293E+00   0.000000E+00
     2.400   0.876780E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.123220E+00   0.000000E+00
     2.500   0.872232E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.127768E+00   0.000000E+00
     2.600   0.868080E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.131920E+00   0.000000E+00
     2.700   0.864337E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.135663E+00   0.000000E+00
     2.800   0.861010E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.138990E+00   0.000000E+00
