     0.000  0.000000E+000  0.000000E+000  0.000000E+000  0.500000E-004  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000 -0.500000E-004  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     0.500  0.000000E+000  0.000000E+000  0.190131E-002  0.953113E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.190131E-002 -0.953113E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     1.000  0.000000E+000  0.000000E+000  0.764459E-002  0.159944E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.764459E-002 -0.159944E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     1.500  0.000000E+000  0.000000E+000  0.151924E-001  0.179785E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.151924E-001 -0.179785E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     2.000  0.000000E+000  0.000000E+000  0.221910E-001  0.153844E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.221910E-001 -0.153844E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     2.500  0.000000E+000  0.000000E+000  0.266913E-001  0.944556E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.266913E-001 -0.944556E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     3.000  0.000000E+000  0.000000E+000  0.276705E-001  0.222571E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.276705E-001 -0.222571E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     3.500  0.000000E+000  0.000000E+000  0.252245E-001 -0.407323E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.252245E-001  0.407323E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     4.000  0.000000E+000  0.000000E+000  0.204153E-001 -0.776346E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.204153E-001  0.776346E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     4.500  0.000000E+000  0.000000E+000  0.148563E-001 -0.809808E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.148563E-001  0.809808E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
