     0.000  0.000000E+000  0.000000E+000  0.000000E+000  0.500000E-003  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000 -0.500000E-003  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     0.500  0.000000E+000  0.000000E+000  0.179469E-001  0.869565E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.179469E-001 -0.869565E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     1.000  0.000000E+000  0.000000E+000  0.626421E-001  0.109942E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.626421E-001 -0.109942E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     1.500  0.000000E+000  0.000000E+000  0.999383E-001  0.705848E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.999383E-001 -0.705848E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     2.000  0.000000E+000  0.000000E+000  0.109748E+000  0.126041E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.109748E+000 -0.126041E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     2.500  0.000000E+000  0.000000E+000  0.949379E-001 -0.243922E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.949379E-001  0.243922E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     3.000  0.000000E+000  0.000000E+000  0.707308E-001 -0.295891E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.707308E-001  0.295891E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     3.500  0.000000E+000  0.000000E+000  0.509114E-001 -0.139297E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.509114E-001  0.139297E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     4.000  0.000000E+000  0.000000E+000  0.414608E-001  0.665317E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.414608E-001 -0.665317E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     4.500  0.000000E+000  0.000000E+000  0.413562E-001  0.213632E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.413562E-001 -0.213632E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     5.000  0.000000E+000  0.000000E+000  0.461291E-001  0.264919E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.461291E-001 -0.264919E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     5.500  0.000000E+000  0.000000E+000  0.510803E-001  0.234769E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.510803E-001 -0.234769E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     6.000  0.000000E+000  0.000000E+000  0.531371E-001  0.162176E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.531371E-001 -0.162176E-001  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     6.500  0.000000E+000  0.000000E+000  0.513986E-001  0.881922E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.513986E-001 -0.881922E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     7.000  0.000000E+000  0.000000E+000  0.467343E-001  0.409754E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.467343E-001 -0.409754E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
     7.500  0.000000E+000  0.000000E+000  0.408878E-001  0.297120E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.408878E-001 -0.297120E-002  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000
