    57.000 -0.177612       0.628657      -0.157019     
    57.500 -0.178520       0.627980      -0.157673     
    58.000 -0.179408       0.627315      -0.158314     
    58.500 -0.180275       0.626662      -0.158939     
    59.000 -0.181123       0.626020      -0.159551     
    59.500 -0.181952       0.625389      -0.160149     
    60.000 -0.182763       0.624769      -0.160733     
    60.500 -0.183555       0.624161      -0.161304     
    61.000 -0.184329       0.623563      -0.161862     
    61.500 -0.185085       0.622977      -0.162408     
    62.000 -0.185825       0.622401      -0.162941     
    62.500 -0.186548       0.621835      -0.163463     
    63.000 -0.187254       0.621280      -0.163972     
    63.500 -0.187945       0.620735      -0.164470     
    64.000 -0.188620       0.620200      -0.164957     
    64.500 -0.189280       0.619676      -0.165433     
    65.000 -0.189925       0.619161      -0.165898     
    65.500 -0.190555       0.618656      -0.166353     
    66.000 -0.191171       0.618160      -0.166797     
    66.500 -0.191773       0.617675      -0.167231     
    67.000 -0.192362       0.617198      -0.167656     
    67.500 -0.192937       0.616730      -0.168071     
    68.000 -0.193499       0.616272      -0.168476     
    68.500 -0.194049       0.615822      -0.168873     
    69.000 -0.194586       0.615382      -0.169260     
    69.500 -0.195111       0.614950      -0.169639     
    70.000 -0.195625       0.614526      -0.170009     
    70.500 -0.196126       0.614111      -0.170371     
    71.000 -0.196617       0.613704      -0.170725     
    71.500 -0.197096       0.613305      -0.171070     
    72.000 -0.197565       0.612914      -0.171408     
    72.500 -0.198022       0.612531      -0.171739     
    73.000 -0.198470       0.612155      -0.172061     
    73.500 -0.198907       0.611787      -0.172377     
    74.000 -0.199335       0.611427      -0.172685     
    74.500 -0.199753       0.611073      -0.172987     
    75.000 -0.200162       0.610727      -0.173282     
    75.500 -0.200561       0.610388      -0.173570     
    76.000 -0.200951       0.610056      -0.173851     
    76.500 -0.201333       0.609731      -0.174126     
    77.000 -0.201705       0.609412      -0.174395     
    77.500 -0.202070       0.609100      -0.174658     
    78.000 -0.202426       0.608795      -0.174915     
    78.500 -0.202774       0.608495      -0.175166     
    79.000 -0.203115       0.608202      -0.175412     
    79.500 -0.203447       0.607915      -0.175652     
    80.000 -0.203772       0.607634      -0.175886     
    80.500 -0.204090       0.607359      -0.176115     
    81.000 -0.204401       0.607089      -0.176339     
    81.500 -0.204704       0.606825      -0.176558     
    82.000 -0.205001       0.606567      -0.176773     
    82.500 -0.205291       0.606314      -0.176982     
    83.000 -0.205575       0.606066      -0.177186     
    83.500 -0.205852       0.605824      -0.177386     
